CPT_HCPCS,MOD,DESCRIPTION,PHYSICIAN_FEE_NORTH,PHYSICIAN_FEE_SOUTH,COL6,ASC_FEE_NORTH,ASC_FEE_SOUTH,PAYMENT_INDICATOR
92620.0,,"AUDITORY FUNCTION, 60 MIN",129.83,125.03,,,,
92621.0,,"AUDITORY FUNCTION, + 15 MIN",29.93,28.81,,,,
92625.0,,TINNITUS ASSESS,99.39,95.7,,,,
92626.0,,EVAL AUDITORY REHAB STATUS,132.91,127.66,,,,
92950.0,,HEART/LUNG RESUSCITATION CPR,451.32,431.31,,,,
92960.0,,"CARDIOVERSION ELECTRIC, EXT",395.13,374.58,,,,
92971.0,,"CARDIOASSIST, EXTERNAL",156.11,150.32,,,,
92975.0,,"DISSOLVE CLOT, HEART VESSEL",660.35,639.2,,,,
92982.0,,CORONARY ARTERY DILATION,1011.84,978.97,,,,
93000.0,,"ELECTROCARDIOGRAM, COMPLETE",37.35,35.4,,,,
93005.0,,"ELECTROCARDIOGRAM, TRACING",28.57,26.72,,,,
93010.0,,ELECTROCARDIOGRAM REPORT,19.11,18.46,,,,
93015.0,,CARDIOVASCULAR STRESS TEST,152.58,144.27,,,,
93016.0,,CARDIOVASCULAR STRESS TEST,36.17,34.87,,,,
93017.0,,CARDIOVASCULAR STRESS TEST,92.53,86.34,,,,
93018.0,,CARDIOVASCULAR STRESS TEST,23.9,23.06,,,,
93040.0,,RHYTHM ECG W/REPORT,21.46,20.46,,,,
93042.0,,"RHYTHM ECG, REPORT",26.83,25.94,,,,
93224.0,,"ECG MONITOR/REPORT, 24 HRS",161.88,152.38,,,,
93225.0,,"ECG MONITOR/RECORD, 24 HRS",48.27,45.06,,,,
93226.0,,"ECG MONITOR/REPORT, 24 HRS",70.98,66.25,,,,
93227.0,,"ECG MONITOR/REVIEW, 24 HRS",42.63,41.07,,,,
93228.0,,REMOTE 30 DAY ECG REV/REPORT,40.17,38.85,,,,
93229.0,,REMOTE 30 DAY ECG TECH SUPP,1167.45,1089.06,,,,
93268.0,,"EXT PAT/AUTO ECG TO 30 DAYS, COMPLETE",425.66,398.44,,,,
93270.0,,"EXT PAT/AUTO ECG TO 30 DAYS, RECORDING",26.15,24.41,,,,
93272.0,,"EXT PAT/AUTO ECG TO 30 DAYS, REPORT",40.3,38.9,,,,
93280.0,,"PM DEVICE PROGRAM EVAL, DUAL",100.54,95.81,,,,
93280.0,TC,"PM DEVICE PROGRAM EVAL, DUAL",36.62,34.19,,,,
93280.0,26.0,"PM DEVICE PROGRAM EVAL, DUAL",63.92,61.62,,,,
93281.0,,"PM DEVICE PROGRAM EVAL, MULTI",117.04,111.53,,,,
93281.0,TC,"PM DEVICE PROGRAM EVAL, MULTI",42.45,39.63,,,,
93281.0,26.0,"PM DEVICE PROGRAM EVAL, MULTI",74.59,71.89,,,,
93282.0,,"ICD DEVICE PROGRAM EVAL, 1 SINGLE",107.52,102.52,,,,
93282.0,TC,"ICD DEVICE PROGRAM EVAL, 1 SINGLE",37.79,35.29,,,,
93282.0,26.0,"ICD DEVICE PROGRAM EVAL, 1 SINGLE",69.73,67.23,,,,
93283.0,,"ICD DEVICE PROGRAM EVAL, DUAL",137.23,131.01,,,,
93283.0,TC,"ICD DEVICE PROGRAM EVAL, DUAL",43.61,40.71,,,,
93283.0,26.0,"ICD DEVICE PROGRAM EVAL, DUAL",93.64,90.3,,,,
93284.0,,"ICD DEVICE PROGRAM EVAL, MULT",152.79,145.76,,,,
93284.0,TC,"ICD DEVICE PROGRAM EVAL, MULT",49.44,46.14,,,,
93284.0,26.0,"ICD DEVICE PROGRAM EVAL, MULT",103.36,99.62,,,,
93285.0,,ILR DEVICE EVAL PROGRAM,71.68,68.21,,,,
93285.0,TC,ILR DEVICE EVAL PROGRAM,29.05,27.14,,,,
93285.0,26.0,ILR DEVICE EVAL PROGRAM,42.63,41.07,,,,
93288.0,,PM DEVICE EVAL IN PERSON,64.79,61.56,,,,
93288.0,TC,PM DEVICE EVAL IN PERSON,29.63,27.68,,,,
93288.0,26.0,PM DEVICE EVAL IN PERSON,35.16,33.88,,,,
93289.0,,ICD DEVICE INTERROGATE,109.91,104.92,,,,
93289.0,TC,ICD DEVICE INTERROGATE,36.62,34.19,,,,
93289.0,26.0,ICD DEVICE INTERROGATE,73.29,70.71,,,,
93290.0,,ICM DEVICE EVAL,49.07,46.9,,,,
93290.0,TC,ICM DEVICE EVAL,16.83,15.73,,,,
93290.0,26.0,ICM DEVICE EVAL,32.24,31.16,,,,
93293.0,,PM PHONE R-STRIP DEVICE EVAL,93.56,88.12,,,,
93293.0,TC,PM PHONE R-STRIP DEVICE EVAL,68.65,64.08,,,,
93293.0,26.0,PM PHONE R-STRIP DEVICE EVAL,24.91,24.06,,,,
93294.0,,PM DEVICE INTERROGATE REMOTE,54.29,52.37,,,,
93295.0,,ICD DEVICE INTERROGATE REMOTE,106.89,103.14,,,,
93296.0,,PM/ICD REMOTE TECH SERV,55.83,52.13,,,,
93297.0,,ICM DEVICE INTERROGATE REMOTE,40.17,38.85,,,,
93299.0,,ICM/ILR REMOTE TECH SERV,73.04,68.85,,,,
93303.0,,ECHO TRANSTHORACIC,350.4,330.22,,,,
93303.0,TC,ECHO TRANSTHORACIC,246.83,230.29,,,,
93303.0,26.0,ECHO TRANSTHORACIC,103.57,99.93,,,,
93306.0,,"TTE W/DOPPLER, COMPLETE",388.84,366.07,,,,
93306.0,TC,"TTE W/DOPPLER, COMPLETE",282.94,263.97,,,,
93306.0,26.0,"TTE W/DOPPLER, COMPLETE",105.9,102.1,,,,
93307.0,,"TTE W/O DOPPLER, COMPLETE",246.74,232.56,,,,
93307.0,TC,"TTE W/O DOPPLER, COMPLETE",172.29,160.77,,,,
93307.0,26.0,"TTE W/O DOPPLER, COMPLETE",74.45,71.81,,,,
93308.0,,"TTE, F-UP OR LIMITED",176.43,165.94,,,,
93308.0,TC,"TTE, F-UP OR LIMITED",133.87,124.91,,,,
93308.0,26.0,"TTE, F-UP OR LIMITED",42.56,41.03,,,,
93312.0,,ECHO TRANSESOPHAGEAL,537.84,507.44,,,,
93312.0,TC,ECHO TRANSESOPHAGEAL,366.07,341.6,,,,
93312.0,26.0,ECHO TRANSESOPHAGEAL,171.77,165.84,,,,
93313.0,,ECHO TRANSESOPHAGEAL,63.49,61.79,,,,
93314.0,,ECHO TRANSESOPHAGEAL,479.33,450.44,,,,
93314.0,TC,ECHO TRANSESOPHAGEAL,381.22,355.71,,,,
93314.0,26,ECHO TRANSESOPHAGEAL,98.13,94.73,,,,
93320.0,,"DOPPLER ECHO EXAM, HEART",104.18,98.17,,,,
93320.0,TC,"DOPPLER ECHO EXAM, HEART",73.9,68.97,,,,
93320.0,26.0,"DOPPLER ECHO EXAM, HEART",30.28,29.22,,,,
93321.0,,"DOPPLER ECHO EXAM, HEART",48.83,45.99,,,,
93321.0,TC,"DOPPLER ECHO EXAM, HEART",36.62,34.19,,,,
93321.0,26,"DOPPLER ECHO EXAM, HEART",12.21,11.79,,,,
93325.0,,"DOPPLER COLOR FLOW, ADDED",60.5,56.67,,,,
93325.0,TC,"DOPPLER COLOR FLOW, ADDED",54.67,51.03,,,,
93325.0,26,"DOPPLER COLOR FLOW, ADDED",5.81,5.63,,,,
93350.0,,STRESS TTE ONLY,349.15,329.46,,,,
93350.0,TC,STRESS TTE ONLY,229.95,214.54,,,,
93350.0,26.0,STRESS TTE ONLY,119.2,114.94,,,,
93351.0,,STRESS TTE COMPLETE,410.89,387.86,,,,
93351.0,TC,STRESS TTE COMPLETE,267.09,249.26,,,,
93351.0,26,STRESS TTE COMPLETE,143.81,138.6,,,,
93451.0,  ,RIGHT HEART CATH,1284.2,1206.75,,,,
93451.0,TC,RIGHT HEART CATH,1053.77,983.1,,,,
93451.0,26.0,RIGHT HEART CATH,230.43,223.66,,,,
93452.0,  ,LEFT HEART CATH W/VENTRCLGRPHY,1410.49,1331.17,,,,
93452.0,TC,LEFT HEART CATH W/VENTRCLGRPHY,1006.61,939.09,,,,
93452.0,26.0,LEFT HEART CATH W/VENTRCLGRPHY,403.89,392.06,,,,
93453.0,  ,R&L HEART CATH W/VENTRICLGRPHY,1845.72,1741.92,,,,
93453.0,TC,R&L HEART CATH W/VENTRICLGRPHY,1316.32,1228.06,,,,
93453.0,26.0,R&L HEART CATH W/VENTRICLGRPHY,529.4,513.86,,,,
93454.0,  ,CATH PLACE CORONARY ANGIO,1455.61,1373.35,,,,
93454.0,TC,CATH PLACE CORONARY ANGIO,1048.53,978.22,,,,
93454.0,26.0,CATH PLACE CORONARY ANGIO,407.08,395.15,,,,
93455.0,  ,CATH PLACE BYPASS GRAFTS,1698.8,1602.61,,,,
93455.0,TC,CATH PLACE BYPASS GRAFTS,1228.98,1146.57,,,,
93455.0,26.0,CATH PLACE BYPASS GRAFTS,469.82,456.03,,,,
93456.0,  ,CATH PLACE WITH R HEART CATH,1820.43,1717.97,,,,
93456.0,TC,CATH PLACE WITH R HEART CATH,1299.44,1212.3,,,,
93456.0,26.0,CATH PLACE WITH R HEART CATH,521.0,505.68,,,,
93457.0,  ,R HEART ART/GRAFT ANGIO,2063.64,1947.25,,,,
93457.0,TC,R HEART ART/GRAFT ANGIO,1479.36,1380.14,,,,
93457.0,26.0,R HEART ART/GRAFT ANGIO,584.28,567.1,,,,
93458.0,  ,L HEART ARTERY/VENTRICLE ANGIO,1755.96,1656.97,,,,
93458.0,TC,L HEART ARTERY/VENTRICLE ANGIO,1259.26,1174.82,,,,
93458.0,26.0,L HEART ARTERY/VENTRICLE ANGIO,496.71,482.14,,,,
93459.0,  ,L HEART ART/GRAFT ANGIO,1938.14,1829.23,,,,
93459.0,TC,L HEART ART/GRAFT ANGIO,1379.22,1286.72,,,,
93459.0,26.0,L HEART ART/GRAFT ANGIO,558.94,542.51,,,,
93460.0,  ,R & L HEART ART/VENTRICLE ANGIO,2071.87,1956.36,,,,
93460.0,TC,R & L HEART ART/VENTRICLE ANGIO,1449.09,1351.9,,,,
93460.0,26.0,R & L HEART ART/VENTRICLE ANGIO,622.77,604.46,,,,
93461.0,  ,R & L HEART ART/VENTRICLE ANGIO,2376.6,2243.12,,,,
93461.0,TC,R & L HEART ART/VENTRICLE ANGIO,1689.51,1576.21,,,,
93461.0,26.0,R & L HEART ART/VENTRICLE ANGIO,687.09,666.91,,,,
93462.0,  ,L HEART CATH TRANSPLANT PUNCTURE,316.47,307.12,,,,
93463.0,  ,DRUG ADMIN & HEMODYNMIC MEAS,167.77,162.76,,,,
93464.0,  ,EXERCISE W/HEMODYNAMIC MEAS,416.35,394.04,,,,
93464.0,TC,EXERCISE W/HEMODYNAMIC MEAS,268.95,250.93,,,,
93464.0,26.0,EXERCISE W/HEMODYNAMIC MEAS,147.39,143.12,,,,
93503.0,,INSERT/PLACE HEART CATHETER,206.54,200.73,,,,
93563.0,,INJECT CONGENITAL CARD CATH,87.15,84.36,,,,
93564.0,,INJECT HEART CONGNTL ART/GRAFT,88.69,85.88,,,,
93565.0,,INJECT L VENTR/ATRIAL ANGIO,67.02,64.9,,,,
93566.0,,INJECT R VENTR/ATRIAL ANGIO,283.05,266.42,,,,
93567.0,,INJECT SUPRVLV AORTOGRAPHY,231.57,218.66,,,,
93568.0,,INJECT PULM ART HEART CATH,254.94,240.25,,,,
93609.0,26.0,"MAP TACHYCARDIA, ADDED",453.72,439.26,,,,
93610.0,26.0,INTRA-ATRIAL PACING,271.48,262.9,,,,
93612.0,26.0,INTRAVENTRICULAR PACING,270.32,261.81,,,,
93620.0,,ELECTROPHYSIOLOGY EVAL,1831.99,1764.36,,,,
93620.0,TC,ELECTROPHYSIOLOGY EVAL,809.16,780.9,,,,
93620.0,26.0,ELECTROPHYSIOLOGY EVAL,1055.32,1021.5,,,,
93623.0,26.0,"STIMULATION, PACING HEART",259.49,251.22,,,,
93641.0,,ELECTROPHYSIOLOGY EVAL,800.92,770.31,,,,
93641.0,TC,ELECTROPHYSIOLOGY EVAL,260.71,250.41,,,,
93641.0,26.0,ELECTROPHYSIOLOGY EVAL,538.69,521.48,,,,
93642.0,,ELECTROPHYSIOLOGY EVAL,695.28,661.24,,,,
93642.0,TC,ELECTROPHYSIOLOGY EVAL,293.87,274.24,,,,
93642.0,26.0,ELECTROPHYSIOLOGY EVAL,401.41,387.0,,,,
93660.0,,TILT TABLE EVAL,267.19,254.13,,,,
93660.0,TC,TILT TABLE EVAL,112.9,105.36,,,,
93660.0,26.0,TILT TABLE EVAL,154.29,148.79,,,,
93701.0,,BIOIMPD THRC ELEC,45.94,42.89,,,,
93720.0,,"BIOIMPEDANCE, CV ANALYSIS",82.45,77.41,,,,
93722.0,,TOTAL BODY PLETHYSMOGRAPHY,12.65,12.24,,,,
93784.0,,AMBULATORY BP MONITORING,103.53,97.61,,,,
93798.0,,CARDIAC REHAB/MONITOR,41.51,39.45,,,,
93875.0,,EXTRACRANIAL STUDY,179.33,167.89,,,,
93875.0,TC,EXTRACRANIAL STUDY,162.4,151.53,,,,
93875.0,26,EXTRACRANIAL STUDY,16.93,16.36,,,,
93880.0,,EXTRACRANIAL STUDY,424.35,397.49,,,,
93880.0,TC,EXTRACRANIAL STUDY,377.27,351.96,,,,
93880.0,26,EXTRACRANIAL STUDY,47.08,45.53,,,,
93882.0,,EXTRACRANIAL STUDY,294.19,275.62,,,,
93882.0,TC,EXTRACRANIAL STUDY,262.56,244.95,,,,
93882.0,26,EXTRACRANIAL STUDY,31.63,30.67,,,,
93886.0,,INTRACRANIAL STUDY,560.39,525.22,,,,
93886.0,TC,INTRACRANIAL STUDY,487.32,454.62,,,,
93886.0,26,INTRACRANIAL STUDY,73.07,70.6,,,,
93922.0,,EXTREMITY STUDY,187.26,175.36,,,,
93922.0,TC,EXTREMITY STUDY,168.23,156.96,,,,
93922.0,26,EXTREMITY STUDY,19.03,18.4,,,,
93923.0,,EXTREMITY STUDY,289.22,271.07,,,,
93923.0,TC,EXTREMITY STUDY,253.82,236.81,,,,
93923.0,26,EXTREMITY STUDY,35.4,34.26,,,,
93924.0,,EXTREMITY STUDY,361.62,338.73,,,,
93924.0,TC,EXTREMITY STUDY,322.53,300.9,,,,
93924.0,26.0,EXTREMITY STUDY,39.09,37.83,,,,
93925.0,,LOWER EXTREMITY STUDY,537.92,503.46,,,,
93925.0,TC,LOWER EXTREMITY STUDY,493.02,460.0,,,,
93925.0,26,LOWER EXTREMITY STUDY,44.91,43.44,,,,
93926.0,,LOWER EXTREMITY STUDY,349.57,327.26,,,,
93926.0,TC,LOWER EXTREMITY STUDY,318.45,297.11,,,,
93926.0,26,LOWER EXTREMITY STUDY,31.12,30.16,,,,
93930.0,,UPPER EXTREMITY STUDY,423.65,396.5,,,,
93930.0,TC,UPPER EXTREMITY STUDY,387.74,361.74,,,,
93930.0,26,UPPER EXTREMITY STUDY,35.91,34.76,,,,
93931.0,,UPPER EXTREMITY STUDY,283.34,265.2,,,,
93931.0,TC,UPPER EXTREMITY STUDY,259.06,241.7,,,,
93931.0,26.0,UPPER EXTREMITY STUDY,24.27,23.5,,,,
93965.0,,EXTREMITY STUDY,214.33,200.93,,,,
93965.0,TC,EXTREMITY STUDY,186.86,174.34,,,,
93965.0,26,EXTREMITY STUDY,27.47,26.59,,,,
93970.0,,EXTREMITY STUDY,436.95,409.56,,,,
93970.0,TC,EXTREMITY STUDY,383.1,357.39,,,,
93970.0,26,EXTREMITY STUDY,53.87,52.15,,,,
93971.0,,EXTREMITY STUDY,286.89,268.9,,,,
93971.0,TC,EXTREMITY STUDY,251.49,234.63,,,,
93971.0,26,EXTREMITY STUDY,35.4,34.26,,,,
93975.0,,VASCULAR STUDY,637.06,599.26,,,,
93975.0,TC,VASCULAR STUDY,495.93,462.72,,,,
93975.0,26.0,VASCULAR STUDY,141.13,136.54,,,,
93976.0,,VASCULAR STUDY,363.64,342.48,,,,
93976.0,TC,VASCULAR STUDY,268.95,250.93,,,,
93976.0,26,VASCULAR STUDY,94.67,91.56,,,,
93978.0,,VASCULAR STUDY,410.98,385.24,,,,
93978.0,TC,VASCULAR STUDY,359.22,335.12,,,,
93978.0,26.0,VASCULAR STUDY,51.77,50.12,,,,
93979.0,,VASCULAR STUDY,284.63,266.77,,,,
93979.0,TC,VASCULAR STUDY,250.32,233.54,,,,
93979.0,26.0,VASCULAR STUDY,34.3,33.21,,,,
94002.0,,"VENT MGMT INPATIENT, INIT DAY",139.58,135.63,,,,
94003.0,,"VENT MGMT INPATIENT, SUBCUT DAY",100.93,97.84,,,,
94010.0,,BREATHING CAPACITY TEST,59.16,55.68,,,,
94010.0,TC,BREATHING CAPACITY TEST,45.94,42.89,,,,
94010.0,26,BREATHING CAPACITY TEST,13.22,12.79,,,,
94060.0,,EVALUATE WHEEZING,101.79,95.78,,,,
94060.0,TC,EVALUATE WHEEZING,79.13,73.85,,,,
94060.0,26,EVALUATE WHEEZING,22.65,21.93,,,,
94070.0,,EVALUATE WHEEZING,97.74,92.78,,,,
94070.0,TC,EVALUATE WHEEZING,53.5,49.95,,,,
94070.0,26.0,EVALUATE WHEEZING,44.24,42.83,,,,
94200.0,,LUNG FUNCTION TEST (MBC/MVV),40.4,38.01,,,,
94200.0,TC,LUNG FUNCTION TEST (MBC/MVV),31.96,29.86,,,,
94200.0,26,LUNG FUNCTION TEST (MBC/MVV),8.43,8.17,,,,
94240.0,,RESIDUAL LUNG CAPACITY,66.63,62.87,,,,
94240.0,TC,RESIDUAL LUNG CAPACITY,47.69,44.52,,,,
94240.0,26.0,RESIDUAL LUNG CAPACITY,18.96,18.35,,,,
94250.0,,EXPIRED GAS COLLECTION,42.72,40.19,,,,
94250.0,TC,EXPIRED GAS COLLECTION,34.29,32.03,,,,
94250.0,26,EXPIRED GAS COLLECTION,8.43,8.17,,,,
94260.0,,THORACIC GAS VOLUME,54.8,51.51,,,,
94260.0,TC,THORACIC GAS VOLUME,45.36,42.35,,,,
94260.0,26,THORACIC GAS VOLUME,9.45,9.17,,,,
94350.0,,LUNG NITROGEN WASHOUT CURVE,57.33,54.17,,,,
94350.0,TC,LUNG NITROGEN WASHOUT CURVE,38.37,35.83,,,,
94350.0,26,LUNG NITROGEN WASHOUT CURVE,18.96,18.35,,,,
94360.0,,MEASURE AIRFLOW RESISTANCE,74.21,69.93,,,,
94360.0,TC,MEASURE AIRFLOW RESISTANCE,55.25,51.59,,,,
94360.0,26,MEASURE AIRFLOW RESISTANCE,18.96,18.35,,,,
94370.0,,BREATH AIRWAY CLOSING VOLUME,56.74,53.63,,,,
94370.0,TC,BREATH AIRWAY CLOSING VOLUME,37.79,35.29,,,,
94370.0,26,BREATH AIRWAY CLOSING VOLUME,18.96,18.35,,,,
94375.0,,RESPIRATORY FLOW VOLUME LOOP,63.35,59.93,,,,
94375.0,TC,RESPIRATORY FLOW VOLUME LOOP,40.7,38.0,,,,
94375.0,26.0,RESPIRATORY FLOW VOLUME LOOP,22.65,21.93,,,,
94620.0,,PULMONARY STRESS TEST/SIMPLE,103.85,98.58,,,,
94620.0,TC,PULMONARY STRESS TEST/SIMPLE,56.42,52.67,,,,
94620.0,26.0,PULMONARY STRESS TEST/SIMPLE,47.44,45.92,,,,
94640.0,,AIRWAY INHALATION TREAT,27.3,25.51,,,,
94660.0,,"POS AIRWAY PRESSURE, CPAP",95.91,91.49,,,,
94664.0,,EVALUATE PAT USE INHALER,27.3,25.51,,,,
94667.0,,CHEST WALL MANIPULATION,38.37,35.83,,,,
94720.0,,MONOXIDE DIFFUSING CAPACITY,87.61,82.42,,,,
94720.0,TC,MONOXIDE DIFFUSING CAPACITY,68.65,64.08,,,,
94720.0,26.0,MONOXIDE DIFFUSING CAPACITY,18.96,18.35,,,,
94750.0,,PULMONARY COMPLIANCE STUDY,131.51,123.29,,,,
94750.0,TC,PULMONARY COMPLIANCE STUDY,114.65,106.98,,,,
94750.0,26.0,PULMONARY COMPLIANCE STUDY,16.85,16.31,,,,
94760.0,,MEASURE BLOOD OXYGEN LEVEL,28.25,26.59,,,,
94761.0,,MEASURE BLOOD OXYGEN LEVEL,46.17,43.29,,,,
94762.0,,MEASURE BLOOD OXYGEN LEVEL,59.35,55.44,,,,
94770.0,,EXHALED CARBON DIOXIDE TEST,38.28,36.18,,,,
95004.0,,PERCUT ALLERGY SKIN TESTS,10.93,10.25,,,,
95015.0,,ID ALLERGY TITRATE-DRUG/BUG,23.28,22.11,,,,
95024.0,,"ID ALLERGY TEST, DRUG/BUG",12.68,11.88,,,,
95027.0,,ID ALLERGY TITRATE-AIRBORNE,8.01,7.53,,,,
95028.0,,ID ALLERGY TEST-DELAYED TYPE,21.49,20.08,,,,
95044.0,,ALLERGY PATCH TESTS,10.42,9.75,,,,
95115.0,,"IMMUNOTHERAPY, ONE INJECTION",17.41,16.27,,,,
95117.0,,IMMUNOTHERAPY INJECTIONS,21.49,20.08,,,,
95144.0,,ANTIGEN THERAPY SERVICES,21.03,19.8,,,,
95800.0,  ,SLEEP STUDY UNATT; COMP W/SLEEP TIME,344.12,323.75,,,,
95800.0,TC,SLEEP STUDY UNATT; COMP W/SLEEP TIME,252.65,235.71,,,,
95800.0,26.0,SLEEP STUDY UNATT; COMP W/SLEEP TIME,91.46,88.02,,,,
95801.0,  ,SLEEP STUDY UNATT; COMP W/O SLEEP TIME,158.15,150.15,,,,
95801.0,TC,SLEEP STUDY UNATT; COMP W/O SLEEP TIME,77.96,72.76,,,,
95801.0,26.0,SLEEP STUDY UNATT; COMP W/O SLEEP TIME,80.19,77.39,,,,
95803.0,,ACTIGRAPHY TESTING,271.28,255.44,,,,
95803.0,TC,ACTIGRAPHY TESTING,197.91,184.66,,,,
95803.0,26.0,ACTIGRAPHY TESTING,73.37,70.78,,,,
95805.0,,MULTIPLE SLEEP LATENCY TEST,693.93,650.54,,,,
95805.0,TC,MULTIPLE SLEEP LATENCY TEST,597.18,557.22,,,,
95805.0,26.0,MULTIPLE SLEEP LATENCY TEST,96.75,93.32,,,,
95810.0,,"POLYSOMNOGRAPHY, 4 OR MORE",1169.61,1097.9,,,,
95810.0,TC,"POLYSOMNOGRAPHY, 4 OR MORE",974.08,909.04,,,,
95810.0,26,"POLYSOMNOGRAPHY, 4 OR MORE",195.54,188.86,,,,
95811.0,,POLYSOMNOGRAPHY W/CPAP,1263.07,1185.4,,,,
95811.0,TC,POLYSOMNOGRAPHY W/CPAP,1058.45,987.78,,,,
95811.0,26.0,POLYSOMNOGRAPHY W/CPAP,204.62,197.62,,,,
95812.0,,"EEG, 41-60 MINUTES",531.27,498.47,,,,
95812.0,TC,"EEG, 41-60 MINUTES",447.02,417.1,,,,
95812.0,26.0,"EEG, 41-60 MINUTES",84.26,81.37,,,,
95813.0,,"EEG, OVER 1 HOUR",594.86,559.52,,,,
95813.0,TC,"EEG, OVER 1 HOUR",460.35,429.56,,,,
95813.0,26.0,"EEG, OVER 1 HOUR",134.52,129.96,,,,
95816.0,,"EEG, AWAKE & DROWSY",378.16,355.01,,,,
95816.0,TC,"EEG, AWAKE & DROWSY",312.51,291.6,,,,
95816.0,26,"EEG, AWAKE & DROWSY",65.65,63.41,,,,
95819.0,,"EEG, AWAKE & ASLEEP",549.32,515.31,,,,
95819.0,TC,"EEG, AWAKE & ASLEEP",464.48,433.39,,,,
95819.0,26.0,"EEG, AWAKE & ASLEEP",84.84,81.91,,,,
95822.0,,"EEG, COMA OR SLEEP ONLY",513.22,481.63,,,,
95822.0,TC,"EEG, COMA OR SLEEP ONLY",428.39,399.72,,,,
95822.0,26.0,"EEG, COMA OR SLEEP ONLY",84.84,81.91,,,,
95831.0,,"LIMB MUSCLE TESTING, MANUAL",47.21,44.84,,,,
95832.0, ,"HAND MUSCLE TESTING, MANUAL",52.37,49.8,,,,
95833.0,,"BODY MUSCLE TESTING, MANUAL",68.43,65.19,,,,
95834.0, ,"BODY MUSCLE TESTING, MANUAL",85.99,82.02,,,,
95851.0,,RANGE MOTION MEASUREMENTS,43.75,41.47,,,,
95852.0,,RANGE MOTION MEASUREMENTS,24.16,22.84,,,,
95857.0,,TENSILON TEST,76.14,72.46,,,,
95860.0,,"MUSCLE TEST, ONE LIMB",226.85,215.44,,,,
95860.0,TC,"MUSCLE TEST, ONE LIMB",107.41,100.24,,,,
95860.0,26.0,"MUSCLE TEST, ONE LIMB",119.46,115.2,,,,
95861.0,,"MUSCLE TEST, 2 LIMBS",327.48,311.61,,,,
95861.0,TC,"MUSCLE TEST, 2 LIMBS",136.97,127.83,,,,
95861.0,26.0,"MUSCLE TEST, 2 LIMBS",190.51,183.78,,,,
95863.0,,"MUSCLE TEST, 3 LIMBS",395.17,376.08,,,,
95863.0,TC,"MUSCLE TEST, 3 LIMBS",166.53,155.4,,,,
95863.0,26.0,"MUSCLE TEST, 3 LIMBS",228.64,220.68,,,,
95864.0,,"MUSCLE TEST, 4 LIMBS",434.98,413.69,,,,
95864.0,TC,"MUSCLE TEST, 4 LIMBS",190.71,177.96,,,,
95864.0,26.0,"MUSCLE TEST, 4 LIMBS",244.27,235.72,,,,
95865.0,,"MUSCLE TEST, LARYNX",296.79,283.01,,,,
95865.0,TC,"MUSCLE TEST, LARYNX",101.14,94.4,,,,
95865.0,26.0,"MUSCLE TEST, LARYNX",195.65,188.61,,,,
95867.0,,MUSCLE TEST CRANIAL NERVE UNILAT,201.95,191.56,,,,
95867.0,TC,MUSCLE TEST CRANIAL NERVE UNILAT,103.83,96.9,,,,
95867.0,26.0,MUSCLE TEST CRANIAL NERVE UNILAT,98.12,94.67,,,,
95868.0,,MUSCLE TEST CRANIAL NERVE BILAT,272.61,258.99,,,,
95868.0,TC,MUSCLE TEST CRANIAL NERVE BILAT,128.01,119.46,,,,
95868.0,26.0,MUSCLE TEST CRANIAL NERVE BILAT,144.6,139.53,,,,
95869.0,,"MUSCLE TEST, THOR PARASPINAL",149.63,141.08,,,,
95869.0,TC,"MUSCLE TEST, THOR PARASPINAL",103.83,96.9,,,,
95869.0,26.0,"MUSCLE TEST, THOR PARASPINAL",45.8,44.18,,,,
95870.0,,"MUSCLE TEST, NONPARASPINAL",146.04,137.74,,,,
95870.0,TC,"MUSCLE TEST, NONPARASPINAL",101.14,94.4,,,,
95870.0,26.0,"MUSCLE TEST, NONPARASPINAL",44.91,43.33,,,,
95873.0,,"GUIDE NERVE DESTROY, ELECT STIM",148.73,140.25,,,,
95873.0,TC,"GUIDE NERVE DESTROY, ELECT STIM",101.14,94.4,,,,
95873.0,26.0,"GUIDE NERVE DESTROY, ELECT STIM",47.6,45.85,,,,
95874.0,,"GUIDE NERVE DESTROY, NEEDLE EMG",141.56,133.56,,,,
95874.0,TC,"GUIDE NERVE DESTROY, NEEDLE EMG",95.76,89.38,,,,
95874.0,26.0,"GUIDE NERVE DESTROY, NEEDLE EMG",45.8,44.18,,,,
95900.0,,MOTOR NERVE CONDUCTION TEST,153.54,144.91,,,,
95900.0,TC,MOTOR NERVE CONDUCTION TEST,102.03,95.23,,,,
95900.0,26,MOTOR NERVE CONDUCTION TEST,51.51,49.67,,,,
95903.0,,MOTOR NERVE CONDUCTION TEST,176.35,166.99,,,,
95903.0,TC,MOTOR NERVE CONDUCTION TEST,102.93,96.07,,,,
95903.0,26,MOTOR NERVE CONDUCTION TEST,73.44,70.92,,,,
95904.0,,SENSE NERVE CONDUCTION TEST,135.64,127.92,,,,
95904.0,TC,SENSE NERVE CONDUCTION TEST,93.97,87.71,,,,
95904.0,26.0,SENSE NERVE CONDUCTION TEST,41.67,40.21,,,,
95920.0,,"INTRAOP NERVE TEST, ADDED",392.31,374.38,,,,
95920.0,TC,"INTRAOP NERVE TEST, ADDED",136.07,126.98,,,,
95920.0,26.0,"INTRAOP NERVE TEST, ADDED",256.23,247.38,,,,
